ProductId,name,main_category,sub_category,ratings,no_of_ratings,Price,Review,text,image_url
P000170,Upright Bagless Vacuum - Quiet Motor,home & kitchen,vacuum,3.1,4230,140.39,"Good enough for the price, not amazing but does the job.","Upright Bagless Vacuum - Quiet Motor vacuum home & kitchen quiet motor easy to empty long runtime Good enough for the price, not amazing but does the job.",https://placehold.co/400x300/png?text=Vacuum+170&font=montserrat&bg=efefef&txt=333
P000171,Upright Bagless Vacuum - Lightweight,home & kitchen,vacuum,4.3,2659,97.72,"Did not live up to the hype, a bit disappointed.","Upright Bagless Vacuum - Lightweight vacuum home & kitchen lightweight quiet motor smart navigation Did not live up to the hype, a bit disappointed.",https://placehold.co/400x300/png?text=Vacuum+171&font=montserrat&bg=efefef&txt=333
P000172,Upright Bagless Vacuum - Quiet Motor,home & kitchen,vacuum,4.1,2018,218.74,"Works fine, though the build quality could be better.","Upright Bagless Vacuum - Quiet Motor vacuum home & kitchen quiet motor smart navigation lightweight Works fine, though the build quality could be better.",https://placehold.co/400x300/png?text=Vacuum+172&font=montserrat&bg=efefef&txt=333
P000173,Upright Bagless Vacuum - Lightweight,home & kitchen,vacuum,3.7,3237,128.37,"Absolutely love this, exceeded my expectations and works perfectly.","Upright Bagless Vacuum - Lightweight vacuum home & kitchen lightweight long runtime smart navigation Absolutely love this, exceeded my expectations and works perfectly.",https://placehold.co/400x300/png?text=Vacuum+173&font=montserrat&bg=efefef&txt=333
P000174,Upright Bagless Vacuum - Smart Navigation,home & kitchen,vacuum,4.3,3339,202.24,"Great value for the price, highly recommend to anyone.","Upright Bagless Vacuum - Smart Navigation vacuum home & kitchen smart navigation long runtime quiet motor Great value for the price, highly recommend to anyone.",https://placehold.co/400x300/png?text=Vacuum+174&font=montserrat&bg=efefef&txt=333
P000175,Wet-Dry Vacuum - Smart Navigation,home & kitchen,vacuum,4.7,3891,81.54,"Absolutely love this, exceeded my expectations and works perfectly.","Wet-Dry Vacuum - Smart Navigation vacuum home & kitchen smart navigation powerful suction quiet motor Absolutely love this, exceeded my expectations and works perfectly.",https://placehold.co/400x300/png?text=Vacuum+175&font=montserrat&bg=efefef&txt=333
P000176,Wet-Dry Vacuum - Quiet Motor,home & kitchen,vacuum,3.6,697,205.67,"A game changer for my daily routine, so glad I bought it.","Wet-Dry Vacuum - Quiet Motor vacuum home & kitchen quiet motor lightweight easy to empty A game changer for my daily routine, so glad I bought it.",https://placehold.co/400x300/png?text=Vacuum+176&font=montserrat&bg=efefef&txt=333
P000177,Wet-Dry Vacuum - Smart Navigation,home & kitchen,vacuum,4.9,3508,186.92,"Works fine, though the build quality could be better.","Wet-Dry Vacuum - Smart Navigation vacuum home & kitchen smart navigation lightweight easy to empty Works fine, though the build quality could be better.",https://placehold.co/400x300/png?text=Vacuum+177&font=montserrat&bg=efefef&txt=333
P000178,Wet-Dry Vacuum - Smart Navigation,home & kitchen,vacuum,3.8,4880,208.77,"A game changer for my daily routine, so glad I bought it.","Wet-Dry Vacuum - Smart Navigation vacuum home & kitchen smart navigation long runtime quiet motor A game changer for my daily routine, so glad I bought it.",https://placehold.co/400x300/png?text=Vacuum+178&font=montserrat&bg=efefef&txt=333
P000179,Wet-Dry Vacuum - Long Runtime,home & kitchen,vacuum,3.9,3053,281.42,"Stopped working after a short while, not great.","Wet-Dry Vacuum - Long Runtime vacuum home & kitchen long runtime easy to empty powerful suction Stopped working after a short while, not great.",https://placehold.co/400x300/png?text=Vacuum+179&font=montserrat&bg=efefef&txt=333
P000180,Wet-Dry Vacuum - Quiet Motor,home & kitchen,vacuum,4.3,2451,106.89,"Good enough for the price, not amazing but does the job.","Wet-Dry Vacuum - Quiet Motor vacuum home & kitchen quiet motor lightweight easy to empty Good enough for the price, not amazing but does the job.",https://placehold.co/400x300/png?text=Vacuum+180&font=montserrat&bg=efefef&txt=333
P000181,Running Sneakers - Stylish Look,fashion,shoes,5.0,4217,226.05,"Did not live up to the hype, a bit disappointed.","Running Sneakers - Stylish Look shoes fashion stylish look durable sole breathable Did not live up to the hype, a bit disappointed.",https://placehold.co/400x300/png?text=Shoes+181&font=montserrat&bg=efefef&txt=333
P000182,Running Sneakers - Good Grip,fashion,shoes,3.5,2284,197.0,"A game changer for my daily routine, so glad I bought it.","Running Sneakers - Good Grip shoes fashion good grip stylish look durable sole A game changer for my daily routine, so glad I bought it.",https://placehold.co/400x300/png?text=Shoes+182&font=montserrat&bg=efefef&txt=333
P000183,Running Sneakers - Durable Sole,fashion,shoes,3.4,2052,246.66,"Works fine, though the build quality could be better.","Running Sneakers - Durable Sole shoes fashion durable sole lightweight breathable Works fine, though the build quality could be better.",https://placehold.co/400x300/png?text=Shoes+183&font=montserrat&bg=efefef&txt=333
P000184,Running Sneakers - Good Grip,fashion,shoes,4.6,1683,253.36,"Absolutely love this, exceeded my expectations and works perfectly.","Running Sneakers - Good Grip shoes fashion good grip stylish look durable sole Absolutely love this, exceeded my expectations and works perfectly.",https://placehold.co/400x300/png?text=Shoes+184&font=montserrat&bg=efefef&txt=333
P000185,Running Sneakers - Comfortable,fashion,shoes,5.0,1953,65.85,"Absolutely love this, exceeded my expectations and works perfectly.","Running Sneakers - Comfortable shoes fashion comfortable good grip lightweight Absolutely love this, exceeded my expectations and works perfectly.",https://placehold.co/400x300/png?text=Shoes+185&font=montserrat&bg=efefef&txt=333
P000186,Running Sneakers - Lightweight,fashion,shoes,5.0,4664,30.2,"Good enough for the price, not amazing but does the job.","Running Sneakers - Lightweight shoes fashion lightweight stylish look comfortable Good enough for the price, not amazing but does the job.",https://placehold.co/400x300/png?text=Shoes+186&font=montserrat&bg=efefef&txt=333
P000187,Leather Ankle Boots - Comfortable,fashion,shoes,4.3,4424,42.43,Excellent quality and does exactly what it promises.,Leather Ankle Boots - Comfortable shoes fashion comfortable stylish look lightweight Excellent quality and does exactly what it promises.,https://placehold.co/400x300/png?text=Shoes+187&font=montserrat&bg=efefef&txt=333
P000188,Leather Ankle Boots - Good Grip,fashion,shoes,4.0,2763,208.99,Excellent quality and does exactly what it promises.,Leather Ankle Boots - Good Grip shoes fashion good grip stylish look breathable Excellent quality and does exactly what it promises.,https://placehold.co/400x300/png?text=Shoes+188&font=montserrat&bg=efefef&txt=333
P000189,Leather Ankle Boots - Good Grip,fashion,shoes,3.2,2584,221.07,"Did not live up to the hype, a bit disappointed.","Leather Ankle Boots - Good Grip shoes fashion good grip stylish look comfortable Did not live up to the hype, a bit disappointed.",https://placehold.co/400x300/png?text=Shoes+189&font=montserrat&bg=efefef&txt=333
P000190,Leather Ankle Boots - Good Grip,fashion,shoes,3.1,2126,204.96,"Absolutely love this, exceeded my expectations and works perfectly.","Leather Ankle Boots - Good Grip shoes fashion good grip durable sole comfortable Absolutely love this, exceeded my expectations and works perfectly.",https://placehold.co/400x300/png?text=Shoes+190&font=montserrat&bg=efefef&txt=333
P000191,Leather Ankle Boots - Stylish Look,fashion,shoes,3.8,4107,103.25,"Stopped working after a short while, not great.","Leather Ankle Boots - Stylish Look shoes fashion stylish look durable sole lightweight Stopped working after a short while, not great.",https://placehold.co/400x300/png?text=Shoes+191&font=montserrat&bg=efefef&txt=333
P000192,Leather Ankle Boots - Stylish Look,fashion,shoes,3.3,4465,264.93,"Great value for the price, highly recommend to anyone.","Leather Ankle Boots - Stylish Look shoes fashion stylish look comfortable good grip Great value for the price, highly recommend to anyone.",https://placehold.co/400x300/png?text=Shoes+192&font=montserrat&bg=efefef&txt=333
P000193,Canvas Slip-Ons - Comfortable,fashion,shoes,3.1,342,10.15,Decent product overall but has a few minor annoyances.,Canvas Slip-Ons - Comfortable shoes fashion comfortable durable sole stylish look Decent product overall but has a few minor annoyances.,https://placehold.co/400x300/png?text=Shoes+193&font=montserrat&bg=efefef&txt=333
P000194,Canvas Slip-Ons - Breathable,fashion,shoes,4.6,3263,58.72,"Great value for the price, highly recommend to anyone.","Canvas Slip-Ons - Breathable shoes fashion breathable comfortable lightweight Great value for the price, highly recommend to anyone.",https://placehold.co/400x300/png?text=Shoes+194&font=montserrat&bg=efefef&txt=333
P000195,Canvas Slip-Ons - Good Grip,fashion,shoes,4.6,2697,36.9,"Stopped working after a short while, not great.","Canvas Slip-Ons - Good Grip shoes fashion good grip comfortable lightweight Stopped working after a short while, not great.",https://placehold.co/400x300/png?text=Shoes+195&font=montserrat&bg=efefef&txt=333
P000196,Canvas Slip-Ons - Durable Sole,fashion,shoes,4.0,3762,227.58,"Great value for the price, highly recommend to anyone.","Canvas Slip-Ons - Durable Sole shoes fashion durable sole good grip stylish look Great value for the price, highly recommend to anyone.",https://placehold.co/400x300/png?text=Shoes+196&font=montserrat&bg=efefef&txt=333
P000197,Canvas Slip-Ons - Durable Sole,fashion,shoes,4.5,1045,44.48,"A game changer for my daily routine, so glad I bought it.","Canvas Slip-Ons - Durable Sole shoes fashion durable sole breathable good grip A game changer for my daily routine, so glad I bought it.",https://placehold.co/400x300/png?text=Shoes+197&font=montserrat&bg=efefef&txt=333
P000198,Canvas Slip-Ons - Comfortable,fashion,shoes,3.8,4116,297.21,"Absolutely love this, exceeded my expectations and works perfectly.","Canvas Slip-Ons - Comfortable shoes fashion comfortable breathable stylish look Absolutely love this, exceeded my expectations and works perfectly.",https://placehold.co/400x300/png?text=Shoes+198&font=montserrat&bg=efefef&txt=333
P000199,Trail Hiking Shoes - Lightweight,fashion,shoes,4.8,1967,292.92,"Well made and reliable, would buy again without hesitation.","Trail Hiking Shoes - Lightweight shoes fashion lightweight stylish look comfortable Well made and reliable, would buy again without hesitation.",https://placehold.co/400x300/png?text=Shoes+199&font=montserrat&bg=efefef&txt=333
P000200,Trail Hiking Shoes - Breathable,fashion,shoes,3.6,3282,223.07,Excellent quality and does exactly what it promises.,Trail Hiking Shoes - Breathable shoes fashion breathable good grip stylish look Excellent quality and does exactly what it promises.,https://placehold.co/400x300/png?text=Shoes+200&font=montserrat&bg=efefef&txt=333
P000201,Trail Hiking Shoes - Good Grip,fashion,shoes,3.1,3554,24.34,"Did not live up to the hype, a bit disappointed.","Trail Hiking Shoes - Good Grip shoes fashion good grip comfortable breathable Did not live up to the hype, a bit disappointed.",https://placehold.co/400x300/png?text=Shoes+201&font=montserrat&bg=efefef&txt=333
P000202,Trail Hiking Shoes - Stylish Look,fashion,shoes,4.5,2096,249.72,"Great value for the price, highly recommend to anyone.","Trail Hiking Shoes - Stylish Look shoes fashion stylish look breathable good grip Great value for the price, highly recommend to anyone.",https://placehold.co/400x300/png?text=Shoes+202&font=montserrat&bg=efefef&txt=333
P000203,Trail Hiking Shoes - Durable Sole,fashion,shoes,3.6,2611,173.59,"Absolutely love this, exceeded my expectations and works perfectly.","Trail Hiking Shoes - Durable Sole shoes fashion durable sole comfortable breathable Absolutely love this, exceeded my expectations and works perfectly.",https://placehold.co/400x300/png?text=Shoes+203&font=montserrat&bg=efefef&txt=333
P000204,Trail Hiking Shoes - Stylish Look,fashion,shoes,4.8,1065,197.42,"Absolutely love this, exceeded my expectations and works perfectly.","Trail Hiking Shoes - Stylish Look shoes fashion stylish look lightweight breathable Absolutely love this, exceeded my expectations and works perfectly.",https://placehold.co/400x300/png?text=Shoes+204&font=montserrat&bg=efefef&txt=333
P000205,Classic Loafers - Comfortable,fashion,shoes,4.9,2383,27.25,"Well made and reliable, would buy again without hesitation.","Classic Loafers - Comfortable shoes fashion comfortable stylish look lightweight Well made and reliable, would buy again without hesitation.",https://placehold.co/400x300/png?text=Shoes+205&font=montserrat&bg=efefef&txt=333
P000206,Classic Loafers - Breathable,fashion,shoes,3.4,3399,38.76,"Great value for the price, highly recommend to anyone.","Classic Loafers - Breathable shoes fashion breathable durable sole good grip Great value for the price, highly recommend to anyone.",https://placehold.co/400x300/png?text=Shoes+206&font=montserrat&bg=efefef&txt=333
P000207,Classic Loafers - Durable Sole,fashion,shoes,4.7,677,102.92,"Absolutely love this, exceeded my expectations and works perfectly.","Classic Loafers - Durable Sole shoes fashion durable sole comfortable good grip Absolutely love this, exceeded my expectations and works perfectly.",https://placehold.co/400x300/png?text=Shoes+207&font=montserrat&bg=efefef&txt=333
P000208,Classic Loafers - Lightweight,fashion,shoes,4.2,1327,69.56,"Great value for the price, highly recommend to anyone.","Classic Loafers - Lightweight shoes fashion lightweight good grip durable sole Great value for the price, highly recommend to anyone.",https://placehold.co/400x300/png?text=Shoes+208&font=montserrat&bg=efefef&txt=333
P000209,Classic Loafers - Stylish Look,fashion,shoes,3.2,541,189.68,"A game changer for my daily routine, so glad I bought it.","Classic Loafers - Stylish Look shoes fashion stylish look good grip comfortable A game changer for my daily routine, so glad I bought it.",https://placehold.co/400x300/png?text=Shoes+209&font=montserrat&bg=efefef&txt=333
P000210,Classic Loafers - Durable Sole,fashion,shoes,4.1,4099,299.04,"Did not live up to the hype, a bit disappointed.","Classic Loafers - Durable Sole shoes fashion durable sole comfortable lightweight Did not live up to the hype, a bit disappointed.",https://placehold.co/400x300/png?text=Shoes+210&font=montserrat&bg=efefef&txt=333
P000211,Laptop Backpack - Durable Zippers,fashion,bags,4.2,4743,243.8,Excellent quality and does exactly what it promises.,Laptop Backpack - Durable Zippers bags fashion durable zippers water resistant spacious Excellent quality and does exactly what it promises.,https://placehold.co/400x300/png?text=Bags+211&font=montserrat&bg=efefef&txt=333
P000212,Laptop Backpack - Spacious,fashion,bags,4.9,2470,120.41,Excellent quality and does exactly what it promises.,Laptop Backpack - Spacious bags fashion spacious sleek design many pockets Excellent quality and does exactly what it promises.,https://placehold.co/400x300/png?text=Bags+212&font=montserrat&bg=efefef&txt=333
P000213,Laptop Backpack - Many Pockets,fashion,bags,3.4,1608,39.95,"A game changer for my daily routine, so glad I bought it.","Laptop Backpack - Many Pockets bags fashion many pockets sleek design water resistant A game changer for my daily routine, so glad I bought it.",https://placehold.co/400x300/png?text=Bags+213&font=montserrat&bg=efefef&txt=333
P000214,Laptop Backpack - Sleek Design,fashion,bags,3.9,2046,193.61,"A game changer for my daily routine, so glad I bought it.","Laptop Backpack - Sleek Design bags fashion sleek design spacious many pockets A game changer for my daily routine, so glad I bought it.",https://placehold.co/400x300/png?text=Bags+214&font=montserrat&bg=efefef&txt=333
P000215,Laptop Backpack - Water Resistant,fashion,bags,3.9,1649,174.7,"A game changer for my daily routine, so glad I bought it.","Laptop Backpack - Water Resistant bags fashion water resistant many pockets durable zippers A game changer for my daily routine, so glad I bought it.",https://placehold.co/400x300/png?text=Bags+215&font=montserrat&bg=efefef&txt=333
P000216,Laptop Backpack - Durable Zippers,fashion,bags,3.7,1606,119.79,"Works fine, though the build quality could be better.","Laptop Backpack - Durable Zippers bags fashion durable zippers water resistant padded straps Works fine, though the build quality could be better.",https://placehold.co/400x300/png?text=Bags+216&font=montserrat&bg=efefef&txt=333
P000217,Leather Tote Bag - Water Resistant,fashion,bags,3.4,1948,173.17,"Good enough for the price, not amazing but does the job.","Leather Tote Bag - Water Resistant bags fashion water resistant spacious padded straps Good enough for the price, not amazing but does the job.",https://placehold.co/400x300/png?text=Bags+217&font=montserrat&bg=efefef&txt=333
P000218,Leather Tote Bag - Durable Zippers,fashion,bags,4.2,4637,203.99,"Stopped working after a short while, not great.","Leather Tote Bag - Durable Zippers bags fashion durable zippers many pockets sleek design Stopped working after a short while, not great.",https://placehold.co/400x300/png?text=Bags+218&font=montserrat&bg=efefef&txt=333
P000219,Leather Tote Bag - Sleek Design,fashion,bags,4.2,4619,11.34,"Absolutely love this, exceeded my expectations and works perfectly.","Leather Tote Bag - Sleek Design bags fashion sleek design spacious durable zippers Absolutely love this, exceeded my expectations and works perfectly.",https://placehold.co/400x300/png?text=Bags+219&font=montserrat&bg=efefef&txt=333
P000220,Leather Tote Bag - Padded Straps,fashion,bags,4.5,137,257.12,Decent product overall but has a few minor annoyances.,Leather Tote Bag - Padded Straps bags fashion padded straps spacious durable zippers Decent product overall but has a few minor annoyances.,https://placehold.co/400x300/png?text=Bags+220&font=montserrat&bg=efefef&txt=333
P000221,Leather Tote Bag - Water Resistant,fashion,bags,3.7,3934,264.84,Excellent quality and does exactly what it promises.,Leather Tote Bag - Water Resistant bags fashion water resistant spacious padded straps Excellent quality and does exactly what it promises.,https://placehold.co/400x300/png?text=Bags+221&font=montserrat&bg=efefef&txt=333
P000222,Leather Tote Bag - Durable Zippers,fashion,bags,4.5,807,154.01,"A game changer for my daily routine, so glad I bought it.","Leather Tote Bag - Durable Zippers bags fashion durable zippers sleek design water resistant A game changer for my daily routine, so glad I bought it.",https://placehold.co/400x300/png?text=Bags+222&font=montserrat&bg=efefef&txt=333
P000223,Travel Duffel - Padded Straps,fashion,bags,3.4,4278,182.34,"Stopped working after a short while, not great.","Travel Duffel - Padded Straps bags fashion padded straps spacious water resistant Stopped working after a short while, not great.",https://placehold.co/400x300/png?text=Bags+223&font=montserrat&bg=efefef&txt=333
P000224,Travel Duffel - Durable Zippers,fashion,bags,4.0,4055,173.67,"Great value for the price, highly recommend to anyone.","Travel Duffel - Durable Zippers bags fashion durable zippers sleek design many pockets Great value for the price, highly recommend to anyone.",https://placehold.co/400x300/png?text=Bags+224&font=montserrat&bg=efefef&txt=333
P000225,Travel Duffel - Padded Straps,fashion,bags,3.8,1853,44.34,"Well made and reliable, would buy again without hesitation.","Travel Duffel - Padded Straps bags fashion padded straps durable zippers many pockets Well made and reliable, would buy again without hesitation.",https://placehold.co/400x300/png?text=Bags+225&font=montserrat&bg=efefef&txt=333
P000226,Travel Duffel - Many Pockets,fashion,bags,4.7,1522,16.95,"A game changer for my daily routine, so glad I bought it.","Travel Duffel - Many Pockets bags fashion many pockets sleek design water resistant A game changer for my daily routine, so glad I bought it.",https://placehold.co/400x300/png?text=Bags+226&font=montserrat&bg=efefef&txt=333
P000227,Travel Duffel - Durable Zippers,fashion,bags,4.3,821,119.25,"Works fine, though the build quality could be better.","Travel Duffel - Durable Zippers bags fashion durable zippers sleek design padded straps Works fine, though the build quality could be better.",https://placehold.co/400x300/png?text=Bags+227&font=montserrat&bg=efefef&txt=333
P000228,Travel Duffel - Spacious,fashion,bags,3.4,2613,50.49,"Well made and reliable, would buy again without hesitation.","Travel Duffel - Spacious bags fashion spacious many pockets sleek design Well made and reliable, would buy again without hesitation.",https://placehold.co/400x300/png?text=Bags+228&font=montserrat&bg=efefef&txt=333
P000229,Crossbody Sling - Durable Zippers,fashion,bags,3.8,4736,244.6,Excellent quality and does exactly what it promises.,Crossbody Sling - Durable Zippers bags fashion durable zippers padded straps spacious Excellent quality and does exactly what it promises.,https://placehold.co/400x300/png?text=Bags+229&font=montserrat&bg=efefef&txt=333
P000230,Crossbody Sling - Durable Zippers,fashion,bags,4.3,4357,134.42,"Good enough for the price, not amazing but does the job.","Crossbody Sling - Durable Zippers bags fashion durable zippers many pockets water resistant Good enough for the price, not amazing but does the job.",https://placehold.co/400x300/png?text=Bags+230&font=montserrat&bg=efefef&txt=333
P000231,Crossbody Sling - Padded Straps,fashion,bags,4.9,4967,21.72,"Works fine, though the build quality could be better.","Crossbody Sling - Padded Straps bags fashion padded straps durable zippers spacious Works fine, though the build quality could be better.",https://placehold.co/400x300/png?text=Bags+231&font=montserrat&bg=efefef&txt=333
P000232,Crossbody Sling - Durable Zippers,fashion,bags,4.9,230,252.87,"Did not live up to the hype, a bit disappointed.","Crossbody Sling - Durable Zippers bags fashion durable zippers sleek design spacious Did not live up to the hype, a bit disappointed.",https://placehold.co/400x300/png?text=Bags+232&font=montserrat&bg=efefef&txt=333
P000233,Crossbody Sling - Spacious,fashion,bags,4.1,783,275.57,"Stopped working after a short while, not great.","Crossbody Sling - Spacious bags fashion spacious water resistant sleek design Stopped working after a short while, not great.",https://placehold.co/400x300/png?text=Bags+233&font=montserrat&bg=efefef&txt=333
P000234,Crossbody Sling - Sleek Design,fashion,bags,4.9,320,100.09,"Well made and reliable, would buy again without hesitation.","Crossbody Sling - Sleek Design bags fashion sleek design many pockets padded straps Well made and reliable, would buy again without hesitation.",https://placehold.co/400x300/png?text=Bags+234&font=montserrat&bg=efefef&txt=333
P000235,Waterproof Hiking Pack - Spacious,fashion,bags,4.7,475,215.27,"Did not live up to the hype, a bit disappointed.","Waterproof Hiking Pack - Spacious bags fashion spacious durable zippers sleek design Did not live up to the hype, a bit disappointed.",https://placehold.co/400x300/png?text=Bags+235&font=montserrat&bg=efefef&txt=333
P000236,Waterproof Hiking Pack - Padded Straps,fashion,bags,3.3,4717,240.78,"Did not live up to the hype, a bit disappointed.","Waterproof Hiking Pack - Padded Straps bags fashion padded straps many pockets spacious Did not live up to the hype, a bit disappointed.",https://placehold.co/400x300/png?text=Bags+236&font=montserrat&bg=efefef&txt=333
P000237,Waterproof Hiking Pack - Water Resistant,fashion,bags,4.4,4859,150.05,"Did not live up to the hype, a bit disappointed.","Waterproof Hiking Pack - Water Resistant bags fashion water resistant durable zippers padded straps Did not live up to the hype, a bit disappointed.",https://placehold.co/400x300/png?text=Bags+237&font=montserrat&bg=efefef&txt=333
P000238,Waterproof Hiking Pack - Durable Zippers,fashion,bags,3.2,1960,32.46,"Absolutely love this, exceeded my expectations and works perfectly.","Waterproof Hiking Pack - Durable Zippers bags fashion durable zippers water resistant padded straps Absolutely love this, exceeded my expectations and works perfectly.",https://placehold.co/400x300/png?text=Bags+238&font=montserrat&bg=efefef&txt=333
P000239,Waterproof Hiking Pack - Many Pockets,fashion,bags,3.1,3063,55.68,"Stopped working after a short while, not great.","Waterproof Hiking Pack - Many Pockets bags fashion many pockets padded straps sleek design Stopped working after a short while, not great.",https://placehold.co/400x300/png?text=Bags+239&font=montserrat&bg=efefef&txt=333
P000240,Waterproof Hiking Pack - Sleek Design,fashion,bags,4.9,2581,293.39,"Great value for the price, highly recommend to anyone.","Waterproof Hiking Pack - Sleek Design bags fashion sleek design water resistant durable zippers Great value for the price, highly recommend to anyone.",https://placehold.co/400x300/png?text=Bags+240&font=montserrat&bg=efefef&txt=333
P000241,Minimalist Analog Watch - Water Resistant,fashion,watches,3.4,321,174.89,"Well made and reliable, would buy again without hesitation.","Minimalist Analog Watch - Water Resistant watches fashion water resistant accurate time elegant Well made and reliable, would buy again without hesitation.",https://placehold.co/400x300/png?text=Watches+241&font=montserrat&bg=efefef&txt=333
P000242,Minimalist Analog Watch - Water Resistant,fashion,watches,4.6,1013,189.16,"Good enough for the price, not amazing but does the job.","Minimalist Analog Watch - Water Resistant watches fashion water resistant scratch-proof glass comfortable band Good enough for the price, not amazing but does the job.",https://placehold.co/400x300/png?text=Watches+242&font=montserrat&bg=efefef&txt=333
P000243,Minimalist Analog Watch - Comfortable Band,fashion,watches,3.5,457,136.97,"Absolutely love this, exceeded my expectations and works perfectly.","Minimalist Analog Watch - Comfortable Band watches fashion comfortable band long battery accurate time Absolutely love this, exceeded my expectations and works perfectly.",https://placehold.co/400x300/png?text=Watches+243&font=montserrat&bg=efefef&txt=333
P000244,Minimalist Analog Watch - Scratch-Proof Glass,fashion,watches,3.4,2704,103.01,"Did not live up to the hype, a bit disappointed.","Minimalist Analog Watch - Scratch-Proof Glass watches fashion scratch-proof glass long battery comfortable band Did not live up to the hype, a bit disappointed.",https://placehold.co/400x300/png?text=Watches+244&font=montserrat&bg=efefef&txt=333
P000245,Minimalist Analog Watch - Accurate Time,fashion,watches,4.4,1147,58.97,"Well made and reliable, would buy again without hesitation.","Minimalist Analog Watch - Accurate Time watches fashion accurate time elegant water resistant Well made and reliable, would buy again without hesitation.",https://placehold.co/400x300/png?text=Watches+245&font=montserrat&bg=efefef&txt=333
P000246,Minimalist Analog Watch - Scratch-Proof Glass,fashion,watches,4.0,2490,157.38,Excellent quality and does exactly what it promises.,Minimalist Analog Watch - Scratch-Proof Glass watches fashion scratch-proof glass comfortable band long battery Excellent quality and does exactly what it promises.,https://placehold.co/400x300/png?text=Watches+246&font=montserrat&bg=efefef&txt=333
P000247,Digital Sports Watch - Long Battery,fashion,watches,3.8,2392,29.38,Excellent quality and does exactly what it promises.,Digital Sports Watch - Long Battery watches fashion long battery accurate time water resistant Excellent quality and does exactly what it promises.,https://placehold.co/400x300/png?text=Watches+247&font=montserrat&bg=efefef&txt=333
P000248,Digital Sports Watch - Water Resistant,fashion,watches,5.0,258,146.01,"Works fine, though the build quality could be better.","Digital Sports Watch - Water Resistant watches fashion water resistant comfortable band long battery Works fine, though the build quality could be better.",https://placehold.co/400x300/png?text=Watches+248&font=montserrat&bg=efefef&txt=333
P000249,Digital Sports Watch - Water Resistant,fashion,watches,4.3,4111,236.71,"Well made and reliable, would buy again without hesitation.","Digital Sports Watch - Water Resistant watches fashion water resistant scratch-proof glass comfortable band Well made and reliable, would buy again without hesitation.",https://placehold.co/400x300/png?text=Watches+249&font=montserrat&bg=efefef&txt=333
P000250,Digital Sports Watch - Scratch-Proof Glass,fashion,watches,3.7,3157,202.13,"Stopped working after a short while, not great.","Digital Sports Watch - Scratch-Proof Glass watches fashion scratch-proof glass accurate time long battery Stopped working after a short while, not great.",https://placehold.co/400x300/png?text=Watches+250&font=montserrat&bg=efefef&txt=333
P000251,Digital Sports Watch - Accurate Time,fashion,watches,4.6,2128,156.67,Excellent quality and does exactly what it promises.,Digital Sports Watch - Accurate Time watches fashion accurate time comfortable band scratch-proof glass Excellent quality and does exactly what it promises.,https://placehold.co/400x300/png?text=Watches+251&font=montserrat&bg=efefef&txt=333
P000252,Digital Sports Watch - Elegant,fashion,watches,3.3,3727,67.59,Excellent quality and does exactly what it promises.,Digital Sports Watch - Elegant watches fashion elegant long battery accurate time Excellent quality and does exactly what it promises.,https://placehold.co/400x300/png?text=Watches+252&font=montserrat&bg=efefef&txt=333
P000253,Smartwatch Fitness Tracker - Accurate Time,fashion,watches,3.2,1366,287.25,"Stopped working after a short while, not great.","Smartwatch Fitness Tracker - Accurate Time watches fashion accurate time water resistant elegant Stopped working after a short while, not great.",https://placehold.co/400x300/png?text=Watches+253&font=montserrat&bg=efefef&txt=333
P000254,Smartwatch Fitness Tracker - Elegant,fashion,watches,4.8,2649,230.56,"Great value for the price, highly recommend to anyone.","Smartwatch Fitness Tracker - Elegant watches fashion elegant water resistant accurate time Great value for the price, highly recommend to anyone.",https://placehold.co/400x300/png?text=Watches+254&font=montserrat&bg=efefef&txt=333
P000255,Smartwatch Fitness Tracker - Scratch-Proof Glass,fashion,watches,3.3,2394,89.29,"A game changer for my daily routine, so glad I bought it.","Smartwatch Fitness Tracker - Scratch-Proof Glass watches fashion scratch-proof glass accurate time elegant A game changer for my daily routine, so glad I bought it.",https://placehold.co/400x300/png?text=Watches+255&font=montserrat&bg=efefef&txt=333
P000256,Smartwatch Fitness Tracker - Long Battery,fashion,watches,3.1,3526,149.53,"Good enough for the price, not amazing but does the job.","Smartwatch Fitness Tracker - Long Battery watches fashion long battery water resistant elegant Good enough for the price, not amazing but does the job.",https://placehold.co/400x300/png?text=Watches+256&font=montserrat&bg=efefef&txt=333
P000257,Smartwatch Fitness Tracker - Accurate Time,fashion,watches,4.6,2243,79.82,"Did not live up to the hype, a bit disappointed.","Smartwatch Fitness Tracker - Accurate Time watches fashion accurate time elegant scratch-proof glass Did not live up to the hype, a bit disappointed.",https://placehold.co/400x300/png?text=Watches+257&font=montserrat&bg=efefef&txt=333
P000258,Smartwatch Fitness Tracker - Comfortable Band,fashion,watches,3.5,1963,228.02,"Great value for the price, highly recommend to anyone.","Smartwatch Fitness Tracker - Comfortable Band watches fashion comfortable band scratch-proof glass water resistant Great value for the price, highly recommend to anyone.",https://placehold.co/400x300/png?text=Watches+258&font=montserrat&bg=efefef&txt=333
