ProductId,name,brand,main_category,sub_category,ratings,no_of_ratings,Price,Review,image,text
P000483,Cobalt Gentle Face Cleanser - Hydrating,Cobalt,beauty & personal care,skincare,3.1,574,155.6,"Impressive build and performance, five stars from me.",https://picsum.photos/seed/P000483/300/300,"Cobalt Gentle Face Cleanser - Hydrating skincare beauty & personal care Cobalt hydrating brightening lightweight Impressive build and performance, five stars from me."
P000484,Meridian Retinol Night Cream - Lightweight,Meridian,beauty & personal care,skincare,4.7,513,258.68,"Did not live up to the hype, a bit disappointed.",https://picsum.photos/seed/P000484/300/300,"Meridian Retinol Night Cream - Lightweight skincare beauty & personal care Meridian lightweight fast absorbing hydrating Did not live up to the hype, a bit disappointed."
P000485,Aurora Hydrating Sheet Mask Set - Brightening,Aurora,beauty & personal care,skincare,3.0,1325,146.71,"Great value for the price, highly recommend to anyone.",https://picsum.photos/seed/P000485/300/300,"Aurora Hydrating Sheet Mask Set - Brightening skincare beauty & personal care Aurora brightening hydrating fragrance free Great value for the price, highly recommend to anyone."
P000486,Brightside Ionic Hair Dryer - Fast Drying,Brightside,beauty & personal care,hair care,3.1,566,367.08,"Absolutely love this, exceeded my expectations and works perfectly.",https://picsum.photos/seed/P000486/300/300,"Brightside Ionic Hair Dryer - Fast Drying hair care beauty & personal care Brightside fast drying gentle on hair even heat Absolutely love this, exceeded my expectations and works perfectly."
P000487,Lumo Ceramic Straightener - Long Cord,Lumo,beauty & personal care,hair care,4.4,625,278.73,"Did not live up to the hype, a bit disappointed.",https://picsum.photos/seed/P000487/300/300,"Lumo Ceramic Straightener - Long Cord hair care beauty & personal care Lumo long cord even heat reduces frizz Did not live up to the hype, a bit disappointed."
P000488,Brightside Argan Oil Shampoo - Long Cord,Brightside,beauty & personal care,hair care,5.0,4835,271.42,"Well made and reliable, would buy again without hesitation.",https://picsum.photos/seed/P000488/300/300,"Brightside Argan Oil Shampoo - Long Cord hair care beauty & personal care Brightside long cord compact fast drying Well made and reliable, would buy again without hesitation."
P000489,Peakline Detangling Brush - Gentle On Hair,Peakline,beauty & personal care,hair care,4.7,5906,9.71,"Absolutely love this, exceeded my expectations and works perfectly.",https://picsum.photos/seed/P000489/300/300,"Peakline Detangling Brush - Gentle On Hair hair care beauty & personal care Peakline gentle on hair long cord compact Absolutely love this, exceeded my expectations and works perfectly."
P000490,Kestrel Curling Wand - Fast Drying,Kestrel,beauty & personal care,hair care,3.3,3934,30.62,"Well made and reliable, would buy again without hesitation.",https://picsum.photos/seed/P000490/300/300,"Kestrel Curling Wand - Fast Drying hair care beauty & personal care Kestrel fast drying gentle on hair even heat Well made and reliable, would buy again without hesitation."
P000491,Pulse Family Strategy Board Game - Engaging,Pulse,toys & games,board games,3.6,2330,18.53,"Absolutely love this, exceeded my expectations and works perfectly.",https://picsum.photos/seed/P000491/300/300,"Pulse Family Strategy Board Game - Engaging board games toys & games Pulse engaging quality components easy to learn Absolutely love this, exceeded my expectations and works perfectly."
P000492,Peakline Cooperative Card Game - Fun For Groups,Peakline,toys & games,board games,4.1,3107,44.89,Solid choice with a couple of small trade-offs.,https://picsum.photos/seed/P000492/300/300,Peakline Cooperative Card Game - Fun For Groups board games toys & games Peakline fun for groups easy to learn engaging Solid choice with a couple of small trade-offs.
P000493,Vantage Trivia Party Game - Easy To Learn,Vantage,toys & games,board games,4.8,5934,371.87,"Impressive build and performance, five stars from me.",https://picsum.photos/seed/P000493/300/300,"Vantage Trivia Party Game - Easy To Learn board games toys & games Vantage easy to learn engaging fun for groups Impressive build and performance, five stars from me."
P000494,Brightside 2-Player Duel Game - Fun For Groups,Brightside,toys & games,board games,3.2,880,145.87,"Great value for the price, highly recommend to anyone.",https://picsum.photos/seed/P000494/300/300,"Brightside 2-Player Duel Game - Fun For Groups board games toys & games Brightside fun for groups easy to learn quick setup Great value for the price, highly recommend to anyone."
P000495,Peakline Legacy Campaign Game - Fun For Groups,Peakline,toys & games,board games,4.5,2035,13.09,Decent product overall but has a few minor annoyances.,https://picsum.photos/seed/P000495/300/300,Peakline Legacy Campaign Game - Fun For Groups board games toys & games Peakline fun for groups quality components engaging Decent product overall but has a few minor annoyances.
P000496,Kestrel 500-Piece Building Blocks - Creative,Kestrel,toys & games,building sets,4.5,6495,280.66,"A game changer for my daily routine, so glad I bought it.",https://picsum.photos/seed/P000496/300/300,"Kestrel 500-Piece Building Blocks - Creative building sets toys & games Kestrel creative sturdy pieces educational A game changer for my daily routine, so glad I bought it."
P000497,Peakline Marble Run Kit - Creative,Peakline,toys & games,building sets,4.3,2772,180.23,"Great value for the price, highly recommend to anyone.",https://picsum.photos/seed/P000497/300/300,"Peakline Marble Run Kit - Creative building sets toys & games Peakline creative educational safe materials Great value for the price, highly recommend to anyone."
P000498,Lumo Magnetic Tiles Set - Hours Of Fun,Lumo,toys & games,building sets,3.3,1318,382.01,"A game changer for my daily routine, so glad I bought it.",https://picsum.photos/seed/P000498/300/300,"Lumo Magnetic Tiles Set - Hours Of Fun building sets toys & games Lumo hours of fun creative safe materials A game changer for my daily routine, so glad I bought it."
P000499,Peakline Robotics Starter Kit - Safe Materials,Peakline,toys & games,building sets,4.1,5707,125.57,Solid choice with a couple of small trade-offs.,https://picsum.photos/seed/P000499/300/300,Peakline Robotics Starter Kit - Safe Materials building sets toys & games Peakline safe materials sturdy pieces compatible Solid choice with a couple of small trade-offs.
P000500,Pulse Wooden Train Set - Hours Of Fun,Pulse,toys & games,building sets,4.8,6416,193.25,"Great value for the price, highly recommend to anyone.",https://picsum.photos/seed/P000500/300/300,"Pulse Wooden Train Set - Hours Of Fun building sets toys & games Pulse hours of fun creative safe materials Great value for the price, highly recommend to anyone."
P000501,NovaTech Wireless Over-Ear Headphones - Foldable Design,NovaTech,electronics,headphones,3.1,2211,47.76,"Stopped working after a short while, not great.",https://picsum.photos/seed/P000501/300/300,"NovaTech Wireless Over-Ear Headphones - Foldable Design headphones electronics NovaTech foldable design noise cancelling comfortable fit Stopped working after a short while, not great."
P000502,Meridian Noise-Cancelling Earbuds - Foldable Design,Meridian,electronics,headphones,4.4,639,36.14,"Absolutely love this, exceeded my expectations and works perfectly.",https://picsum.photos/seed/P000502/300/300,"Meridian Noise-Cancelling Earbuds - Foldable Design headphones electronics Meridian foldable design noise cancelling deep bass Absolutely love this, exceeded my expectations and works perfectly."
P000503,Aurora Studio Monitor Headphones - Clear Microphone,Aurora,electronics,headphones,4.5,2759,62.95,"Great value for the price, highly recommend to anyone.",https://picsum.photos/seed/P000503/300/300,"Aurora Studio Monitor Headphones - Clear Microphone headphones electronics Aurora clear microphone foldable design long battery life Great value for the price, highly recommend to anyone."
P000504,Pulse Bluetooth Sport Earphones - Long Battery Life,Pulse,electronics,headphones,4.4,5680,329.37,"Good enough for the price, not amazing but does the job.",https://picsum.photos/seed/P000504/300/300,"Pulse Bluetooth Sport Earphones - Long Battery Life headphones electronics Pulse long battery life noise cancelling clear microphone Good enough for the price, not amazing but does the job."
P000505,Peakline Gaming Headset with Mic - Clear Microphone,Peakline,electronics,headphones,4.3,3798,116.05,"Did not live up to the hype, a bit disappointed.",https://picsum.photos/seed/P000505/300/300,"Peakline Gaming Headset with Mic - Clear Microphone headphones electronics Peakline clear microphone comfortable fit long battery life Did not live up to the hype, a bit disappointed."
P000506,Aurora 6.5in Android Smartphone - Expandable Storage,Aurora,electronics,smartphones,3.8,5029,43.35,Decent product overall but has a few minor annoyances.,https://picsum.photos/seed/P000506/300/300,Aurora 6.5in Android Smartphone - Expandable Storage smartphones electronics Aurora expandable storage sleek design fast processor Decent product overall but has a few minor annoyances.
P000507,NovaTech Compact 5G Phone - Bright Display,NovaTech,electronics,smartphones,4.0,1907,386.79,"Good enough for the price, not amazing but does the job.",https://picsum.photos/seed/P000507/300/300,"NovaTech Compact 5G Phone - Bright Display smartphones electronics NovaTech bright display expandable storage great camera Good enough for the price, not amazing but does the job."
P000508,Lumo Budget Dual-SIM Phone - Bright Display,Lumo,electronics,smartphones,4.9,216,133.12,"Absolutely love this, exceeded my expectations and works perfectly.",https://picsum.photos/seed/P000508/300/300,"Lumo Budget Dual-SIM Phone - Bright Display smartphones electronics Lumo bright display expandable storage all-day battery Absolutely love this, exceeded my expectations and works perfectly."
P000509,Lumo Flagship Camera Phone - Expandable Storage,Lumo,electronics,smartphones,3.1,1651,243.05,"Absolutely love this, exceeded my expectations and works perfectly.",https://picsum.photos/seed/P000509/300/300,"Lumo Flagship Camera Phone - Expandable Storage smartphones electronics Lumo expandable storage sleek design bright display Absolutely love this, exceeded my expectations and works perfectly."
P000510,Aurora Rugged Outdoor Phone - Bright Display,Aurora,electronics,smartphones,4.2,4370,122.42,"Stopped working after a short while, not great.",https://picsum.photos/seed/P000510/300/300,"Aurora Rugged Outdoor Phone - Bright Display smartphones electronics Aurora bright display fast processor expandable storage Stopped working after a short while, not great."
P000511,Lumo 14in Ultrabook - High-Res Screen,Lumo,electronics,laptops,3.6,2617,178.14,"Absolutely love this, exceeded my expectations and works perfectly.",https://picsum.photos/seed/P000511/300/300,"Lumo 14in Ultrabook - High-Res Screen laptops electronics Lumo high-res screen lightweight powerful GPU Absolutely love this, exceeded my expectations and works perfectly."
P000512,Aurora Gaming Laptop 16GB - Backlit Keyboard,Aurora,electronics,laptops,3.8,6775,340.72,Decent product overall but has a few minor annoyances.,https://picsum.photos/seed/P000512/300/300,Aurora Gaming Laptop 16GB - Backlit Keyboard laptops electronics Aurora backlit keyboard high-res screen lightweight Decent product overall but has a few minor annoyances.
P000513,Foundry 2-in-1 Convertible Laptop - Fast Ssd,Foundry,electronics,laptops,3.1,644,151.74,"Great value for the price, highly recommend to anyone.",https://picsum.photos/seed/P000513/300/300,"Foundry 2-in-1 Convertible Laptop - Fast Ssd laptops electronics Foundry fast SSD high-res screen long battery Great value for the price, highly recommend to anyone."
P000514,Peakline Business Notebook - Lightweight,Peakline,electronics,laptops,4.0,2342,141.33,Okay but I expected more for the money.,https://picsum.photos/seed/P000514/300/300,Peakline Business Notebook - Lightweight laptops electronics Peakline lightweight long battery fast SSD Okay but I expected more for the money.
P000515,Cobalt Student Chromebook - Fast Ssd,Cobalt,electronics,laptops,4.3,6630,239.13,"Good enough for the price, not amazing but does the job.",https://picsum.photos/seed/P000515/300/300,"Cobalt Student Chromebook - Fast Ssd laptops electronics Cobalt fast SSD lightweight backlit keyboard Good enough for the price, not amazing but does the job."
P000516,Meridian USB-C Fast Charger - Universal Fit,Meridian,electronics,accessories,3.1,933,136.95,"A game changer for my daily routine, so glad I bought it.",https://picsum.photos/seed/P000516/300/300,"Meridian USB-C Fast Charger - Universal Fit accessories electronics Meridian universal fit fast charging sturdy aluminium A game changer for my daily routine, so glad I bought it."
P000517,Peakline Wireless Charging Pad - Fast Charging,Peakline,electronics,accessories,4.4,1397,132.68,"Stopped working after a short while, not great.",https://picsum.photos/seed/P000517/300/300,"Peakline Wireless Charging Pad - Fast Charging accessories electronics Peakline fast charging durable braided cable sturdy aluminium Stopped working after a short while, not great."
P000518,Cobalt 4-Port USB Hub - Compact,Cobalt,electronics,accessories,3.7,2521,280.07,"Absolutely love this, exceeded my expectations and works perfectly.",https://picsum.photos/seed/P000518/300/300,"Cobalt 4-Port USB Hub - Compact accessories electronics Cobalt compact tactile switches fast charging Absolutely love this, exceeded my expectations and works perfectly."
P000519,Everly Laptop Stand - Compact,Everly,electronics,accessories,3.1,6944,71.97,"Impressive build and performance, five stars from me.",https://picsum.photos/seed/P000519/300/300,"Everly Laptop Stand - Compact accessories electronics Everly compact durable braided cable fast charging Impressive build and performance, five stars from me."
P000520,Foundry Mechanical Keyboard - Fast Charging,Foundry,electronics,accessories,3.9,7323,382.07,"A game changer for my daily routine, so glad I bought it.",https://picsum.photos/seed/P000520/300/300,"Foundry Mechanical Keyboard - Fast Charging accessories electronics Foundry fast charging sturdy aluminium durable braided cable A game changer for my daily routine, so glad I bought it."
P000521,Aurora Mirrorless Camera Kit - Image Stabilization,Aurora,electronics,cameras,3.4,4498,223.2,"Good enough for the price, not amazing but does the job.",https://picsum.photos/seed/P000521/300/300,"Aurora Mirrorless Camera Kit - Image Stabilization cameras electronics Aurora image stabilization great low light sharp optics Good enough for the price, not amazing but does the job."
P000522,Cobalt 4K Action Camera - Great Low Light,Cobalt,electronics,cameras,4.4,1110,389.85,"Impressive build and performance, five stars from me.",https://picsum.photos/seed/P000522/300/300,"Cobalt 4K Action Camera - Great Low Light cameras electronics Cobalt great low light fast autofocus compact body Impressive build and performance, five stars from me."
P000523,Brightside Compact Point-and-Shoot - Sharp Optics,Brightside,electronics,cameras,3.2,617,262.0,"Did not live up to the hype, a bit disappointed.",https://picsum.photos/seed/P000523/300/300,"Brightside Compact Point-and-Shoot - Sharp Optics cameras electronics Brightside sharp optics image stabilization compact body Did not live up to the hype, a bit disappointed."
P000524,Cobalt Webcam 1080p - Sharp Optics,Cobalt,electronics,cameras,4.8,7258,326.5,Excellent quality and does exactly what it promises.,https://picsum.photos/seed/P000524/300/300,Cobalt Webcam 1080p - Sharp Optics cameras electronics Cobalt sharp optics fast autofocus great low light Excellent quality and does exactly what it promises.
P000525,Kestrel Instant Print Camera - Waterproof Housing,Kestrel,electronics,cameras,4.3,7980,208.38,Decent product overall but has a few minor annoyances.,https://picsum.photos/seed/P000525/300/300,Kestrel Instant Print Camera - Waterproof Housing cameras electronics Kestrel waterproof housing image stabilization great low light Decent product overall but has a few minor annoyances.
P000526,NovaTech Programmable Drip Coffee Maker - Keeps Coffee Hot,NovaTech,home & kitchen,coffee,4.6,4962,30.46,Excellent quality and does exactly what it promises.,https://picsum.photos/seed/P000526/300/300,NovaTech Programmable Drip Coffee Maker - Keeps Coffee Hot coffee home & kitchen NovaTech keeps coffee hot rich flavor fast brewing Excellent quality and does exactly what it promises.
P000527,Aurora Espresso Machine - Keeps Coffee Hot,Aurora,home & kitchen,coffee,3.8,2770,215.24,"A game changer for my daily routine, so glad I bought it.",https://picsum.photos/seed/P000527/300/300,"Aurora Espresso Machine - Keeps Coffee Hot coffee home & kitchen Aurora keeps coffee hot compact size easy to clean A game changer for my daily routine, so glad I bought it."
P000528,NovaTech French Press 1L - Fast Brewing,NovaTech,home & kitchen,coffee,4.1,6573,226.58,"Stopped working after a short while, not great.",https://picsum.photos/seed/P000528/300/300,"NovaTech French Press 1L - Fast Brewing coffee home & kitchen NovaTech fast brewing rich flavor keeps coffee hot Stopped working after a short while, not great."
P000529,Foundry Cold Brew Maker - Fast Brewing,Foundry,home & kitchen,coffee,3.7,3549,10.78,"A game changer for my daily routine, so glad I bought it.",https://picsum.photos/seed/P000529/300/300,"Foundry Cold Brew Maker - Fast Brewing coffee home & kitchen Foundry fast brewing compact size easy to clean A game changer for my daily routine, so glad I bought it."
P000530,Everly Single-Serve Pod Brewer - Easy To Clean,Everly,home & kitchen,coffee,3.7,328,352.56,"Absolutely love this, exceeded my expectations and works perfectly.",https://picsum.photos/seed/P000530/300/300,"Everly Single-Serve Pod Brewer - Easy To Clean coffee home & kitchen Everly easy to clean durable build fast brewing Absolutely love this, exceeded my expectations and works perfectly."
P000531,NovaTech Non-Stick Frying Pan - Scratch Resistant,NovaTech,home & kitchen,cookware,4.6,302,227.22,"Great value for the price, highly recommend to anyone.",https://picsum.photos/seed/P000531/300/300,"NovaTech Non-Stick Frying Pan - Scratch Resistant cookware home & kitchen NovaTech scratch resistant even heating premium finish Great value for the price, highly recommend to anyone."
P000532,Cobalt Stainless Steel Pot Set - Even Heating,Cobalt,home & kitchen,cookware,4.9,6259,361.7,"Stopped working after a short while, not great.",https://picsum.photos/seed/P000532/300/300,"Cobalt Stainless Steel Pot Set - Even Heating cookware home & kitchen Cobalt even heating non-stick coating dishwasher safe Stopped working after a short while, not great."
P000533,Aurora Cast Iron Skillet - Premium Finish,Aurora,home & kitchen,cookware,3.0,3094,302.52,"Well made and reliable, would buy again without hesitation.",https://picsum.photos/seed/P000533/300/300,"Aurora Cast Iron Skillet - Premium Finish cookware home & kitchen Aurora premium finish non-stick coating even heating Well made and reliable, would buy again without hesitation."
P000534,Everly Ceramic Baking Dish - Non-Stick Coating,Everly,home & kitchen,cookware,4.9,2486,180.17,Excellent quality and does exactly what it promises.,https://picsum.photos/seed/P000534/300/300,Everly Ceramic Baking Dish - Non-Stick Coating cookware home & kitchen Everly non-stick coating even heating sturdy handle Excellent quality and does exactly what it promises.
P000535,Vantage Knife Block Set - Non-Stick Coating,Vantage,home & kitchen,cookware,3.9,6454,364.35,"A game changer for my daily routine, so glad I bought it.",https://picsum.photos/seed/P000535/300/300,"Vantage Knife Block Set - Non-Stick Coating cookware home & kitchen Vantage non-stick coating scratch resistant sturdy handle A game changer for my daily routine, so glad I bought it."
P000536,Meridian Cordless Stick Vacuum - Quiet Motor,Meridian,home & kitchen,vacuum,4.7,5643,228.69,Excellent quality and does exactly what it promises.,https://picsum.photos/seed/P000536/300/300,Meridian Cordless Stick Vacuum - Quiet Motor vacuum home & kitchen Meridian quiet motor powerful suction lightweight Excellent quality and does exactly what it promises.
P000537,Vantage Robot Vacuum Cleaner - Lightweight,Vantage,home & kitchen,vacuum,3.4,4941,238.6,"Well made and reliable, would buy again without hesitation.",https://picsum.photos/seed/P000537/300/300,"Vantage Robot Vacuum Cleaner - Lightweight vacuum home & kitchen Vantage lightweight powerful suction long runtime Well made and reliable, would buy again without hesitation."
P000538,Lumo Handheld Car Vacuum - Easy To Empty,Lumo,home & kitchen,vacuum,4.6,1037,289.09,"Works fine, though the build quality could be better.",https://picsum.photos/seed/P000538/300/300,"Lumo Handheld Car Vacuum - Easy To Empty vacuum home & kitchen Lumo easy to empty powerful suction smart navigation Works fine, though the build quality could be better."
P000539,Cobalt Upright Bagless Vacuum - Easy To Empty,Cobalt,home & kitchen,vacuum,4.1,3083,260.79,"Stopped working after a short while, not great.",https://picsum.photos/seed/P000539/300/300,"Cobalt Upright Bagless Vacuum - Easy To Empty vacuum home & kitchen Cobalt easy to empty long runtime quiet motor Stopped working after a short while, not great."
P000540,Aurora Wet-Dry Vacuum - Easy To Empty,Aurora,home & kitchen,vacuum,4.4,6480,117.01,Excellent quality and does exactly what it promises.,https://picsum.photos/seed/P000540/300/300,Aurora Wet-Dry Vacuum - Easy To Empty vacuum home & kitchen Aurora easy to empty powerful suction lightweight Excellent quality and does exactly what it promises.
P000541,Vantage Digital Air Fryer - Compact Footprint,Vantage,home & kitchen,small appliances,4.8,7135,246.9,"Impressive build and performance, five stars from me.",https://picsum.photos/seed/P000541/300/300,"Vantage Digital Air Fryer - Compact Footprint small appliances home & kitchen Vantage compact footprint energy efficient quiet operation Impressive build and performance, five stars from me."
P000542,Meridian High-Speed Blender - Quiet Operation,Meridian,home & kitchen,small appliances,4.7,4169,50.99,"Good enough for the price, not amazing but does the job.",https://picsum.photos/seed/P000542/300/300,"Meridian High-Speed Blender - Quiet Operation small appliances home & kitchen Meridian quiet operation compact footprint fast cooking Good enough for the price, not amazing but does the job."
P000543,Brightside Stand Mixer - Quiet Operation,Brightside,home & kitchen,small appliances,3.3,3030,197.88,Decent product overall but has a few minor annoyances.,https://picsum.photos/seed/P000543/300/300,Brightside Stand Mixer - Quiet Operation small appliances home & kitchen Brightside quiet operation large capacity compact footprint Decent product overall but has a few minor annoyances.
P000544,Foundry Electric Kettle - Fast Cooking,Foundry,home & kitchen,small appliances,4.4,1319,319.77,"Absolutely love this, exceeded my expectations and works perfectly.",https://picsum.photos/seed/P000544/300/300,"Foundry Electric Kettle - Fast Cooking small appliances home & kitchen Foundry fast cooking compact footprint large capacity Absolutely love this, exceeded my expectations and works perfectly."
P000545,Brightside Toaster Oven - Quiet Operation,Brightside,home & kitchen,small appliances,4.8,5861,355.27,"Great value for the price, highly recommend to anyone.",https://picsum.photos/seed/P000545/300/300,"Brightside Toaster Oven - Quiet Operation small appliances home & kitchen Brightside quiet operation fast cooking compact footprint Great value for the price, highly recommend to anyone."
P000546,Vantage Running Sneakers - Comfortable,Vantage,fashion,shoes,5.0,3843,52.86,Excellent quality and does exactly what it promises.,https://picsum.photos/seed/P000546/300/300,Vantage Running Sneakers - Comfortable shoes fashion Vantage comfortable good grip durable sole Excellent quality and does exactly what it promises.
P000547,Peakline Leather Ankle Boots - Stylish Look,Peakline,fashion,shoes,4.0,2246,321.25,Excellent quality and does exactly what it promises.,https://picsum.photos/seed/P000547/300/300,Peakline Leather Ankle Boots - Stylish Look shoes fashion Peakline stylish look lightweight breathable Excellent quality and does exactly what it promises.
P000548,Everly Canvas Slip-Ons - Stylish Look,Everly,fashion,shoes,4.4,4116,205.54,"Works fine, though the build quality could be better.",https://picsum.photos/seed/P000548/300/300,"Everly Canvas Slip-Ons - Stylish Look shoes fashion Everly stylish look breathable lightweight Works fine, though the build quality could be better."
P000549,Aurora Trail Hiking Shoes - Durable Sole,Aurora,fashion,shoes,4.7,132,336.18,"Well made and reliable, would buy again without hesitation.",https://picsum.photos/seed/P000549/300/300,"Aurora Trail Hiking Shoes - Durable Sole shoes fashion Aurora durable sole good grip stylish look Well made and reliable, would buy again without hesitation."
P000550,Lumo Classic Loafers - Comfortable,Lumo,fashion,shoes,3.9,2459,134.35,"Great value for the price, highly recommend to anyone.",https://picsum.photos/seed/P000550/300/300,"Lumo Classic Loafers - Comfortable shoes fashion Lumo comfortable durable sole lightweight Great value for the price, highly recommend to anyone."
P000551,Brightside Laptop Backpack - Many Pockets,Brightside,fashion,bags,3.1,368,318.47,"Good enough for the price, not amazing but does the job.",https://picsum.photos/seed/P000551/300/300,"Brightside Laptop Backpack - Many Pockets bags fashion Brightside many pockets water resistant spacious Good enough for the price, not amazing but does the job."
P000552,Meridian Leather Tote Bag - Many Pockets,Meridian,fashion,bags,3.8,6406,197.81,Okay but I expected more for the money.,https://picsum.photos/seed/P000552/300/300,Meridian Leather Tote Bag - Many Pockets bags fashion Meridian many pockets padded straps sleek design Okay but I expected more for the money.
P000553,Cobalt Travel Duffel - Sleek Design,Cobalt,fashion,bags,4.6,3759,25.4,"Great value for the price, highly recommend to anyone.",https://picsum.photos/seed/P000553/300/300,"Cobalt Travel Duffel - Sleek Design bags fashion Cobalt sleek design durable zippers water resistant Great value for the price, highly recommend to anyone."
P000554,NovaTech Crossbody Sling - Water Resistant,NovaTech,fashion,bags,3.9,7610,120.44,"Did not live up to the hype, a bit disappointed.",https://picsum.photos/seed/P000554/300/300,"NovaTech Crossbody Sling - Water Resistant bags fashion NovaTech water resistant many pockets sleek design Did not live up to the hype, a bit disappointed."
P000555,Everly Waterproof Hiking Pack - Many Pockets,Everly,fashion,bags,3.0,4007,104.62,"Impressive build and performance, five stars from me.",https://picsum.photos/seed/P000555/300/300,"Everly Waterproof Hiking Pack - Many Pockets bags fashion Everly many pockets spacious sleek design Impressive build and performance, five stars from me."
P000556,NovaTech Minimalist Analog Watch - Elegant,NovaTech,fashion,watches,4.2,2623,356.98,"Works fine, though the build quality could be better.",https://picsum.photos/seed/P000556/300/300,"NovaTech Minimalist Analog Watch - Elegant watches fashion NovaTech elegant water resistant long battery Works fine, though the build quality could be better."
P000557,Foundry Digital Sports Watch - Scratch-Proof Glass,Foundry,fashion,watches,3.6,2278,251.75,"Absolutely love this, exceeded my expectations and works perfectly.",https://picsum.photos/seed/P000557/300/300,"Foundry Digital Sports Watch - Scratch-Proof Glass watches fashion Foundry scratch-proof glass long battery comfortable band Absolutely love this, exceeded my expectations and works perfectly."
P000558,Pulse Smartwatch Fitness Tracker - Comfortable Band,Pulse,fashion,watches,4.1,5349,354.98,"Stopped working after a short while, not great.",https://picsum.photos/seed/P000558/300/300,"Pulse Smartwatch Fitness Tracker - Comfortable Band watches fashion Pulse comfortable band elegant water resistant Stopped working after a short while, not great."
P000559,Peakline Chronograph Steel Watch - Comfortable Band,Peakline,fashion,watches,4.9,4137,170.95,"Absolutely love this, exceeded my expectations and works perfectly.",https://picsum.photos/seed/P000559/300/300,"Peakline Chronograph Steel Watch - Comfortable Band watches fashion Peakline comfortable band accurate time long battery Absolutely love this, exceeded my expectations and works perfectly."
P000560,Brightside Classic Leather Strap Watch - Scratch-Proof Glass,Brightside,fashion,watches,4.6,1737,217.48,"Did not live up to the hype, a bit disappointed.",https://picsum.photos/seed/P000560/300/300,"Brightside Classic Leather Strap Watch - Scratch-Proof Glass watches fashion Brightside scratch-proof glass long battery water resistant Did not live up to the hype, a bit disappointed."
P000561,Brightside Cotton Crew T-Shirt - Soft Fabric,Brightside,fashion,apparel,3.1,5376,145.22,Decent product overall but has a few minor annoyances.,https://picsum.photos/seed/P000561/300/300,Brightside Cotton Crew T-Shirt - Soft Fabric apparel fashion Brightside soft fabric breathable true to size Decent product overall but has a few minor annoyances.
P000562,Meridian Fleece Zip Hoodie - True To Size,Meridian,fashion,apparel,3.4,2382,129.23,Okay but I expected more for the money.,https://picsum.photos/seed/P000562/300/300,Meridian Fleece Zip Hoodie - True To Size apparel fashion Meridian true to size wrinkle resistant soft fabric Okay but I expected more for the money.
P000563,Vantage Slim-Fit Chinos - Breathable,Vantage,fashion,apparel,3.8,5397,30.46,"Absolutely love this, exceeded my expectations and works perfectly.",https://picsum.photos/seed/P000563/300/300,"Vantage Slim-Fit Chinos - Breathable apparel fashion Vantage breathable soft fabric true to size Absolutely love this, exceeded my expectations and works perfectly."
P000564,Foundry Rain Shell Jacket - True To Size,Foundry,fashion,apparel,3.5,5437,172.57,"Did not live up to the hype, a bit disappointed.",https://picsum.photos/seed/P000564/300/300,"Foundry Rain Shell Jacket - True To Size apparel fashion Foundry true to size soft fabric wrinkle resistant Did not live up to the hype, a bit disappointed."
P000565,Kestrel Merino Wool Sweater - True To Size,Kestrel,fashion,apparel,3.7,6762,124.13,"A game changer for my daily routine, so glad I bought it.",https://picsum.photos/seed/P000565/300/300,"Kestrel Merino Wool Sweater - True To Size apparel fashion Kestrel true to size soft fabric wrinkle resistant A game changer for my daily routine, so glad I bought it."
P000566,Brightside Adjustable Dumbbell Set - Durable,Brightside,sports & outdoors,fitness,4.1,2579,117.04,"Stopped working after a short while, not great.",https://picsum.photos/seed/P000566/300/300,"Brightside Adjustable Dumbbell Set - Durable fitness sports & outdoors Brightside durable good grip sturdy build Stopped working after a short while, not great."
P000567,Foundry Yoga Mat Non-Slip - Comfortable,Foundry,sports & outdoors,fitness,4.0,729,45.07,"Stopped working after a short while, not great.",https://picsum.photos/seed/P000567/300/300,"Foundry Yoga Mat Non-Slip - Comfortable fitness sports & outdoors Foundry comfortable sturdy build durable Stopped working after a short while, not great."
P000568,Peakline Resistance Band Kit - Compact Storage,Peakline,sports & outdoors,fitness,3.1,3054,243.31,"Works fine, though the build quality could be better.",https://picsum.photos/seed/P000568/300/300,"Peakline Resistance Band Kit - Compact Storage fitness sports & outdoors Peakline compact storage good grip sturdy build Works fine, though the build quality could be better."
P000569,Brightside Foam Roller - Sturdy Build,Brightside,sports & outdoors,fitness,3.6,4742,17.71,"Stopped working after a short while, not great.",https://picsum.photos/seed/P000569/300/300,"Brightside Foam Roller - Sturdy Build fitness sports & outdoors Brightside sturdy build versatile durable Stopped working after a short while, not great."
P000570,Aurora Kettlebell 12kg - Compact Storage,Aurora,sports & outdoors,fitness,4.4,4594,31.85,Excellent quality and does exactly what it promises.,https://picsum.photos/seed/P000570/300/300,Aurora Kettlebell 12kg - Compact Storage fitness sports & outdoors Aurora compact storage durable comfortable Excellent quality and does exactly what it promises.
P000571,Aurora 2-Person Tent - Lightweight,Aurora,sports & outdoors,camping,4.5,5731,305.28,"Stopped working after a short while, not great.",https://picsum.photos/seed/P000571/300/300,"Aurora 2-Person Tent - Lightweight camping sports & outdoors Aurora lightweight keeps warm waterproof Stopped working after a short while, not great."
